PREDICT,TRUE,ERROR
1000,1000,0
590,590,0
640,640,0
590,590,0
837,820,-17
500,500,0
740,740,0
560,560,0
430,430,0
1240,1240,0
0,0,0
1360,1360,0
580,580,0
590,590,0
820,820,0
1230,1230,0
810,810,0
620,620,0
672,680,8
1230,1230,0
1230,1230,0
550,550,0
730,730,0
940,940,0
760,760,0
690,690,0
610,610,0
1240,1240,0
0,0,0
1230,1230,0
851,850,-1
430,430,0
1230,1230,0
500,500,0
900,900,0
590,590,0
610,610,0
1032,1060,28
500,500,0
1240,1240,0
736,760,24
740,740,0
1230,1230,0
900,900,0
520,520,0
654,660,6
744,730,-14
1000,1000,0
1230,1230,0
760,760,0
1030,1030,0
443,430,-13
590,590,0
1230,1230,0
590,590,0
430,430,0
1230,1230,0
1240,1240,0
660,660,0
580,580,0
940,940,0
676,660,-16
440,430,-10
900,900,0
610,610,0
112,0,-112
740,740,0
500,500,0
780,780,0
1230,1230,0
760,760,0
560,560,0
630,530,-100
690,690,0
500,500,0
870,870,0
1230,1230,0
620,620,0
1240,1240,0
530,530,0
1230,1230,0
646,660,14
530,530,0
899,890,-9
1240,1240,0
560,560,0
1360,1360,0
430,430,0
772,760,-12
740,740,0
500,500,0
1230,1230,0
521,520,-1
715,730,15
713,690,-23
678,680,2
550,550,0
466,470,4
1030,1030,0
530,530,0
986,1020,34
560,560,0
1360,1360,0
850,850,0
370,370,0
430,430,0
400,400,0
690,690,0
810,810,0
610,610,0
900,900,0
590,590,0
1060,1060,0
530,530,0
310,310,0
690,690,0
1240,1240,0
550,550,0
1230,1230,0
815,810,-5
900,900,0
1360,1360,0
520,520,0
500,500,0
700,700,0
500,500,0
760,760,0
762,780,18
599,670,71
538,530,-8
590,590,0
574,620,46
530,530,0
533,530,-3
400,400,0
480,480,0
690,690,0
974,990,16
616,630,14
680,680,0
820,820,0
544,540,-4
0,0,0
560,560,0
1360,1360,0
455,470,15
1230,1230,0
630,630,0
597,590,-7
690,690,0
560,560,0
529,530,1
923,950,27
821,930,109
1230,1230,0
610,610,0
690,690,0
544,540,-4
1030,1030,0
530,530,0
740,740,0
620,620,0
1230,1230,0
690,690,0
430,430,0
1030,1030,0
1240,1240,0
403,400,-3
610,610,0
1230,1230,0
580,580,0
1060,1060,0
370,370,0
700,700,0
430,430,0
400,400,0
580,580,0
605,610,5
760,760,0
534,530,-4
1230,1230,0
709,730,21
0,0,0
428,400,-28
434,430,-4
540,540,0
1360,1360,0
487,500,13
754,740,-14
740,740,0
613,610,-3
403,400,-3
1240,1240,0
530,530,0
910,910,0
400,400,0
897,900,3
0,0,0
530,530,0
378,310,-68
660,660,0
483,690,207
580,580,0
430,430,0
560,560,0
660,660,0
733,700,-33
590,590,0
500,500,0
740,740,0
620,620,0
493,490,-3
610,610,0
694,690,-4
557,560,3
1019,1230,211
0,0,0
810,810,0
370,370,0
430,430,0
520,520,0
690,690,0
540,540,0
677,690,13
540,540,0
900,900,0
617,620,3
400,400,0
640,640,0
760,760,0
530,530,0
620,620,0
740,740,0
1230,1230,0
655,610,-45
740,740,0
477,530,53
940,940,0
430,430,0
1240,1240,0
900,900,0
690,690,0
660,660,0
625,630,5
700,700,0
103,0,-103
675,690,15
820,820,0
900,900,0
595,580,-15
1030,1030,0
763,740,-23
500,500,0
430,430,0
530,530,0
552,540,-12
534,530,-4
540,540,0
620,620,0
826,820,-6
1030,1030,0
900,900,0
700,700,0
760,760,0
517,520,3
745,760,15
1230,1230,0
558,560,2
500,500,0
760,760,0
792,760,-32
460,470,10
560,560,0
820,820,0
578,580,2
1000,1000,0
1089,1130,41
1030,1030,0
610,610,0
760,760,0
1030,1030,0
900,900,0
818,730,-88
530,530,0
590,590,0
518,520,2
638,640,2
1226,1230,4
645,640,-5
595,580,-15
0,0,0
820,820,0
540,540,0
430,430,0
1030,1030,0
769,810,41
548,530,-18
1230,1230,0
1017,900,-117
1230,1230,0
775,780,5
610,610,0
810,810,0
530,530,0
539,540,1
1060,1060,0
730,730,0
1360,1360,0
900,900,0
1030,1030,0
973,1000,27
689,680,-9
430,430,0
957,960,3
430,430,0
350,350,0
802,810,8
660,660,0
540,540,0
610,610,0
540,540,0
202,0,-202
1230,1230,0
430,430,0
400,400,0
690,690,0
520,520,0
856,930,74
1030,1030,0
700,700,0
533,520,-13
726,670,-56
820,820,0
607,630,23
580,580,0
1107,1230,123
305,310,5
702,670,-32
1230,1230,0
688,690,2
610,610,0
520,520,0
610,630,20
415,430,15
547,560,13
1240,1240,0
625,580,-45
690,690,0
533,530,-3
669,670,1
580,580,0
0,0,0
480,480,0
430,430,0
1030,1030,0
530,530,0
1230,1230,0
530,530,0
430,430,0
792,790,-2
1230,1230,0
690,690,0
900,900,0
1230,1230,0
384,350,-34
620,620,0
560,560,0
480,480,0
580,580,0
900,900,0
400,400,0
620,620,0
646,660,14
530,530,0
774,760,-14
532,530,-2
1230,1230,0
740,740,0
1070,1070,0
588,560,-28
500,500,0
1230,1230,0
797,810,13
1360,1360,0
757,730,-27
669,670,1
669,670,1
900,900,0
900,900,0
954,940,-14
550,550,0
500,500,0
430,430,0
466,470,4
560,560,0
1230,1230,0
760,760,0
260,260,0
610,610,0
1230,1230,0
610,610,0
430,430,0
400,400,0
760,760,0
364,370,6
1230,1230,0
500,500,0
1230,1230,0
478,530,52
1360,1360,0
590,590,0
620,620,0
810,810,0
644,640,-4
430,430,0
530,530,0
580,580,0
730,730,0
533,530,-3
530,530,0
530,530,0
1030,1030,0
820,820,0
900,900,0
900,900,0
654,660,6
1100,990,-110
530,530,0
916,940,24
1058,1060,2
500,500,0
530,530,0
540,540,0
530,530,0
730,730,0
551,560,9
807,780,-27
541,530,-11
1252,1280,28
1240,1240,0
500,500,0
760,760,0
1240,1240,0
1360,1360,0
67,0,-67
690,690,0
618,670,52
780,780,0
610,610,0
660,660,0
1057,1060,3
819,760,-59
533,530,-3
1360,1360,0
590,590,0
530,530,0
740,740,0
593,590,-3
599,550,-49
530,530,0
305,310,5
430,430,0
740,740,0
614,620,6
1219,1230,11
560,560,0
490,520,30
1180,1180,0
806,820,14
573,560,-13
1360,1360,0
620,620,0
1020,1020,0
1230,1230,0
370,370,0
1240,1240,0
780,780,0
687,660,-27
700,700,0
740,740,0
520,520,0
848,890,42
1240,1240,0
610,610,0
430,430,0
521,520,-1
760,760,0
610,610,0
421,430,9
670,670,0
740,740,0
1020,1020,0
530,530,0
590,590,0
760,760,0
850,850,0
640,640,0
554,560,6
480,480,0
430,430,0
400,400,0
562,430,-132
535,560,25
1230,1230,0
760,760,0
590,590,0
1230,1230,0
756,740,-16
632,620,-12
430,430,0
1230,1230,0
503,520,17
760,760,0
1213,1230,17
694,690,-4
856,890,34
883,900,17
1230,1230,0
620,620,0
1230,1230,0
576,580,4
530,530,0
740,740,0
480,480,0
940,940,0
310,310,0
730,730,0
530,530,0
718,740,22
310,310,0
1280,1280,0
480,480,0
430,430,0
461,430,-31
530,530,0
820,820,0
260,260,0
690,690,0
672,530,-142
760,760,0
560,560,0
715,730,15
1230,1230,0
550,550,0
967,930,-37
560,560,0
536,530,-6
723,700,-23
722,700,-22
1000,1000,0
540,540,0
1230,1230,0
500,500,0
730,730,0
1030,1030,0
1230,1230,0
1360,1360,0
634,620,-14
1000,1000,0
454,450,-4
530,530,0
430,430,0
590,590,0
928,940,12
530,530,0
940,940,0
740,740,0
450,430,-20
930,930,0
930,930,0
1360,1360,0
430,430,0
560,560,0
690,690,0
580,580,0
550,550,0
610,610,0
1360,1360,0
740,740,0
1180,1180,0
505,520,15
620,620,0
1230,1230,0
530,530,0
760,760,0
620,620,0
900,900,0
850,850,0
740,740,0
735,730,-5
595,580,-15
580,580,0
580,580,0
690,690,0
539,620,81
690,690,0
424,530,106
480,480,0
730,730,0
620,620,0
855,940,85
640,640,0
430,430,0
1030,1030,0
745,740,-5
358,370,12
540,540,0
500,500,0
520,520,0
738,790,52
629,630,1
560,560,0
400,400,0
530,530,0
820,820,0
850,850,0
730,730,0
700,700,0
430,430,0
462,470,8
0,0,0
680,680,0
430,430,0
530,530,0
660,660,0
760,760,0
533,540,7
430,430,0
530,530,0
548,530,-18
740,740,0
430,430,0
524,520,-4
480,480,0
1230,1230,0
1070,1070,0
538,500,-38
530,530,0
430,430,0
530,530,0
1171,520,-651
1233,1230,-3
1230,1230,0
620,620,0
1252,1280,28
864,940,76
1230,1230,0
530,530,0
560,560,0
1230,1230,0
870,870,0
1230,1230,0
1360,1360,0
521,520,-1
1180,1180,0
1230,1230,0
790,800,10
580,580,0
780,780,0
740,740,0
1230,1230,0
690,690,0
1030,1030,0
800,800,0
832,820,-12
1230,1230,0
480,480,0
403,400,-3
560,560,0
530,530,0
780,780,0
940,940,0
745,760,15
1230,1230,0
680,680,0
0,0,0
690,690,0
1230,1230,0
370,370,0
940,940,0
870,870,0
1230,1230,0
480,480,0
590,590,0
690,690,0
610,610,0
714,700,-14
500,500,0
590,590,0
386,370,-16
1240,1240,0
1240,1240,0
443,430,-13
764,660,-104
530,530,0
521,520,-1
596,560,-36
740,740,0
1230,1230,0
0,0,0
568,560,-8
555,540,-15
400,400,0
430,430,0
807,690,-117
640,640,0
680,680,0
1230,1230,0
820,820,0
1030,1030,0
693,680,-13
530,530,0
749,760,11
940,940,0
850,850,0
530,530,0
1240,1240,0
530,530,0
500,500,0
430,430,0
688,690,2
1060,1060,0
621,620,-1
1107,1230,123
856,850,-6
612,580,-32
730,760,30
530,530,0
557,560,3
780,780,0
760,760,0
1360,1360,0
500,500,0
740,740,0
700,700,0
690,690,0
0,0,0
500,500,0
820,820,0
1230,1230,0
940,940,0
430,430,0
0,0,0
550,550,0
810,810,0
760,760,0
760,810,50
520,520,0
445,400,-45
810,810,0
760,760,0
530,530,0
480,480,0
530,530,0
500,500,0
500,500,0
610,610,0
1230,1230,0
380,470,90
500,500,0
530,530,0
769,810,41
1360,1360,0
900,900,0
530,530,0
747,740,-7
1230,1230,0
530,520,-10
910,910,0
186,0,-186
430,430,0
880,930,50
900,900,0
580,580,0
430,430,0
685,690,5
1030,1030,0
530,530,0
590,590,0
540,540,0
690,690,0
530,530,0
734,760,26
530,530,0
580,580,0
619,620,1
497,620,123
1060,1060,0
0,0,0
1030,1030,0
740,740,0
585,620,35
580,560,-20
1240,1240,0
430,430,0
850,850,0
520,520,0
500,500,0
480,480,0
1230,1230,0
1240,1240,0
480,480,0
566,560,-6
580,580,0
1230,1230,0
640,640,0
548,550,2
700,700,0
674,690,16
500,500,0
530,530,0
1230,1230,0
1030,1030,0
903,750,-153
370,370,0
1230,1230,0
620,620,0
648,610,-38
634,620,-14
760,760,0
530,530,0
182,0,-182
364,370,6
531,530,-1
740,740,0
1240,1240,0
500,500,0
700,700,0
810,810,0
870,870,0
820,820,0
758,760,2
581,560,-21
550,550,0
430,430,0
1240,1240,0
530,530,0
604,530,-74
310,310,0
530,530,0
560,560,0
1017,1030,13
1230,1230,0
595,660,65
430,430,0
1180,1180,0
730,730,0
693,810,117
500,500,0
659,640,-19
760,760,0
1230,1230,0
1239,1230,-9
904,900,-4
635,660,25
518,520,2
726,820,94
0,0,0
530,530,0
1231,1230,-1
1230,1230,0
690,690,0
760,760,0
580,580,0
900,900,0
850,850,0
580,580,0
310,310,0
760,760,0
430,430,0
596,580,-16
564,560,-4
430,430,0
480,480,0
538,530,-8
527,520,-7
820,820,0
430,430,0
620,620,0
560,560,0
820,820,0
760,760,0
1108,1230,122
805,820,15
690,690,0
660,660,0
1008,1030,22
560,540,-20
795,810,15
1047,940,-107
1240,1240,0
985,990,5
560,560,0
820,820,0
740,740,0
430,430,0
590,590,0
940,940,0
880,940,60
500,500,0
1107,1230,123
820,820,0
700,700,0
568,560,-8
756,760,4
700,700,0
520,520,0
1230,1230,0
67,0,-67
910,910,0
1230,1230,0
620,620,0
744,730,-14
890,890,0
1360,1360,0
426,430,4
811,820,9
820,820,0
397,400,3
530,530,0
469,530,61
560,560,0
543,530,-13
633,630,-3
760,760,0
700,700,0
430,430,0
910,910,0
530,530,0
520,520,0
610,610,0
480,480,0
703,690,-13
809,780,-29
890,890,0
945,1060,115
928,940,12
1360,1360,0
760,760,0
670,670,0
430,430,0
668,670,2
810,810,0
1240,1240,0
430,430,0
430,430,0
605,640,35
760,760,0
645,640,-5
530,530,0
580,580,0
662,690,28
612,630,18
740,740,0
820,820,0
260,260,0
660,660,0
779,760,-19
870,820,-50
620,620,0
1240,1240,0
370,370,0
434,430,-4
726,690,-36
618,610,-8
703,690,-13
858,900,42
1060,1060,0
760,760,0
700,700,0
900,790,-110
530,530,0
900,900,0
820,820,0
830,870,40
1360,1360,0
1360,1360,0
620,620,0
530,530,0
779,760,-19
1360,1360,0
560,560,0
532,530,-2
640,640,0
757,760,3
650,660,10
591,560,-31
1230,1230,0
910,910,0
590,590,0
560,560,0
610,610,0
430,430,0
820,820,0
644,640,-4
370,370,0
580,580,0
430,430,0
560,560,0
530,530,0
900,900,0
370,370,0
518,520,2
538,530,-8
674,670,-4
730,730,0
520,520,0
789,790,1
612,590,-22
940,820,-120
812,820,8
516,520,4
554,530,-24
0,0,0
930,930,0
530,530,0
740,740,0
730,730,0
530,530,0
1230,1230,0
610,610,0
610,610,0
620,620,0
670,670,0
487,430,-57
660,660,0
450,500,50
590,590,0
1230,1230,0
810,810,0
430,430,0
850,850,0
550,550,0
700,700,0
480,480,0
1240,1240,0
578,550,-28
740,740,0
590,590,0
0,0,0
889,890,1
760,760,0
629,690,61
610,610,0
0,0,0
530,530,0
610,610,0
1030,1030,0
400,400,0
699,790,91
1030,1030,0
730,730,0
430,430,0
680,680,0
560,560,0
810,810,0
430,430,0
610,610,0
550,550,0
690,690,0
856,870,14
820,820,0
677,680,3
560,560,0
690,690,0
900,900,0
530,530,0
730,730,0
760,760,0
850,850,0
430,430,0
620,620,0
761,780,19
0,0,0
1230,1230,0
620,620,0
533,530,-3
764,760,-4
540,540,0
430,430,0
500,500,0
930,930,0
730,760,30
1008,1030,22
620,620,0
760,760,0
557,560,3
370,370,0
730,730,0
560,560,0
560,560,0
1360,1360,0
940,940,0
573,560,-13
700,700,0
518,520,2
674,690,16
774,760,-14
530,530,0
350,350,0
1230,1230,0
730,730,0
1230,1230,0
620,620,0
610,610,0
636,670,34
610,610,0
545,530,-15
850,850,0
740,740,0
0,0,0
744,740,-4
620,620,0
1082,1060,-22
700,700,0
578,580,2
1149,1230,81
673,730,57
500,500,0
574,580,6
760,760,0
690,690,0
870,870,0
760,760,0
430,430,0
560,560,0
1240,1240,0
620,620,0
430,430,0
1230,1230,0
530,530,0
520,520,0
1008,1030,22
1030,1030,0
480,480,0
557,560,3
689,690,1
1240,1240,0
640,640,0
367,350,-17
1360,1360,0
900,900,0
610,610,0
400,400,0
610,610,0
910,820,-90
530,530,0
1230,1230,0
666,690,24
430,430,0
940,940,0
560,560,0
1324,1360,36
500,500,0
530,530,0
601,580,-21
560,560,0
1030,1030,0
464,530,66
1360,1360,0
760,760,0
940,940,0
690,680,-10
744,730,-14
745,760,15
440,430,-10
1030,1030,0
530,530,0
628,640,12
633,640,7
560,560,0
370,370,0
1230,1230,0
598,560,-38
760,760,0
610,610,0
1360,1360,0
730,730,0
580,580,0
400,400,0
504,560,56
555,540,-15
590,590,0
1230,1230,0
740,740,0
530,530,0
1360,1360,0
543,530,-13
572,580,8
610,610,0
500,500,0
850,900,50
1000,1000,0
780,780,0
1070,1070,0
1230,1230,0
545,540,-5
520,520,0
400,400,0
0,0,0
1030,1030,0
1070,1070,0
410,400,-10
820,820,0
1240,1240,0
850,850,0
610,610,0
403,400,-3
1230,1230,0
580,580,0
370,370,0
543,530,-13
870,870,0
530,530,0
540,540,0
550,550,0
1240,1240,0
930,930,0
930,930,0
517,530,13
540,540,0
820,820,0
430,430,0
810,810,0
1060,1060,0
610,610,0
1360,1360,0
690,690,0
1230,1230,0
620,620,0
1240,1240,0
780,780,0
1026,1060,34
900,900,0
900,900,0
500,500,0
740,740,0
1030,1030,0
900,900,0
1230,1230,0
260,260,0
744,740,-4
474,470,-4
552,540,-12
570,560,-10
877,930,53
927,1030,103
1175,1230,55
530,530,0
820,820,0
700,700,0
761,780,19
620,620,0
673,680,7
820,820,0
1230,1230,0
560,560,0
610,610,0
595,580,-15
1230,1230,0
0,0,0
479,500,21
480,480,0
590,590,0
622,550,-72
617,690,73
530,530,0
1192,1240,48
745,760,15
443,430,-13
620,620,0
790,780,-10
875,1230,355
760,760,0
900,900,0
536,540,4
858,900,42
680,680,0
530,530,0
430,430,0
500,500,0
748,740,-8
1230,1230,0
590,590,0
870,870,0
550,550,0
760,760,0
682,670,-12
540,540,0
1230,1230,0
639,660,21
516,520,4
662,660,-2
1230,1230,0
550,550,0
1360,1360,0
870,870,0
700,700,0
430,430,0
610,610,0
820,820,0
807,820,13
700,700,0
649,690,41
1240,1240,0
700,700,0
563,560,-3
560,560,0
530,530,0
628,620,-8
1060,1060,0
573,560,-13
690,690,0
1030,1030,0
760,760,0
560,560,0
1230,1230,0
560,560,0
1360,1360,0
540,540,0
540,540,0
560,560,0
760,760,0
807,820,13
850,850,0
712,610,-102
430,430,0
680,680,0
673,670,-3
940,940,0
700,700,0
975,1070,95
590,590,0
788,760,-28
0,0,0
530,530,0
810,810,0
529,530,1
900,900,0
1030,1030,0
0,0,0
480,480,0
520,520,0
1190,1230,40
810,810,0
680,680,0
760,760,0
580,580,0
590,590,0
760,760,0
599,530,-69
530,530,0
1000,1000,0
1030,1030,0
620,620,0
1230,1230,0
1038,1030,-8
760,760,0
194,0,-194
800,800,0
1360,1360,0
538,530,-8
900,900,0
370,370,0
740,740,0
760,760,0
1240,1240,0
521,520,-1
730,730,0
1360,1360,0
858,890,32
1240,1240,0
520,520,0
500,500,0
1049,1060,11
500,500,0
792,790,-2
1070,1070,0
500,500,0
900,900,0
1030,1030,0
660,660,0
620,620,0
610,610,0
870,930,60
820,820,0
580,580,0
700,700,0
1030,1030,0
1000,1000,0
690,690,0
500,560,60
868,870,2
943,930,-13
760,760,0
479,530,51
930,930,0
900,900,0
624,620,-4
530,530,0
909,910,1
53,0,-53
595,580,-15
615,580,-35
700,700,0
516,520,4
632,640,8
540,540,0
0,0,0
620,620,0
580,580,0
900,900,0
590,590,0
1230,1230,0
1230,1230,0
1062,1060,-2
560,560,0
1240,1240,0
542,540,-2
810,810,0
536,530,-6
690,690,0
690,690,0
430,430,0
594,560,-34
1230,1230,0
580,580,0
540,540,0
1230,1230,0
882,760,-122
620,630,10
470,470,0
530,530,0
1230,1230,0
760,760,0
630,630,0
500,500,0
730,730,0
1230,1230,0
652,590,-62
590,590,0
480,480,0
480,480,0
580,580,0
687,690,3
500,500,0
994,900,-94
500,500,0
760,760,0
1240,1240,0
1216,1240,24
949,940,-9
566,540,-26
580,580,0
690,690,0
529,530,1
540,540,0
852,870,18
1240,1240,0
1030,1030,0
688,690,2
936,940,4
519,530,11
690,690,0
1230,1230,0
430,430,0
618,620,2
500,500,0
730,730,0
560,560,0
1000,1000,0
820,820,0
1230,1230,0
871,900,29
520,520,0
430,430,0
590,590,0
820,820,0
590,590,0
1230,1230,0
598,580,-18
430,430,0
430,430,0
580,580,0
832,940,108
620,620,0
607,610,3
530,530,0
765,760,-5
124,0,-124
700,700,0
480,480,0
690,690,0
530,530,0
603,560,-43
870,870,0
460,430,-30
1230,1230,0
430,430,0
580,580,0
520,520,0
802,760,-42
0,0,0
610,580,-30
580,580,0
471,470,-1
810,810,0
1230,1230,0
539,530,-9
524,530,6
667,660,-7
614,620,6
611,620,9
400,400,0
820,820,0
590,590,0
500,500,0
0,0,0
820,820,0
1030,1030,0
740,740,0
792,790,-2
430,430,0
540,540,0
730,730,0
780,780,0
500,500,0
774,760,-14
530,530,0
590,590,0
730,730,0
1240,1240,0
1230,1230,0
1030,1030,0
660,660,0
540,540,0
638,640,2
500,500,0
730,740,10
500,500,0
729,730,1
760,760,0
430,430,0
541,530,-11
784,810,26
621,660,39
850,850,0
1230,1230,0
1240,1240,0
530,530,0
820,820,0
700,700,0
690,690,0
690,690,0
0,0,0
620,620,0
0,0,0
798,810,12
530,530,0
580,580,0
586,560,-26
1030,1030,0
550,550,0
636,640,4
1030,1030,0
790,810,20
1056,1060,4
760,760,0
900,900,0
1230,1230,0
900,900,0
1240,1240,0
1360,1360,0
620,620,0
1030,1030,0
544,670,126
580,580,0
678,680,2
1030,1030,0
820,820,0
760,760,0
1360,1360,0
530,530,0
1030,1030,0
610,610,0
645,640,-5
740,740,0
598,580,-18
530,530,0
560,560,0
1230,1230,0
530,530,0
430,430,0
590,590,0
530,530,0
610,610,0
430,430,0
820,820,0
430,430,0
706,690,-16
550,550,0
1360,1360,0
1230,1230,0
780,780,0
1240,1240,0
1231,1230,-1
560,560,0
430,430,0
1230,1230,0
1240,1240,0
430,430,0
480,480,0
536,530,-6
540,540,0
688,640,-48
1230,1230,0
1070,1070,0
1060,1060,0
690,690,0
1030,1030,0
430,430,0
690,690,0
690,690,0
1230,1230,0
620,620,0
1360,1360,0
580,580,0
341,340,-1
730,760,30
1280,1280,0
730,730,0
620,620,0
438,430,-8
760,760,0
430,430,0
0,0,0
810,810,0
530,530,0
740,740,0
700,700,0
530,530,0
560,560,0
1230,1230,0
760,760,0
0,0,0
772,780,8
599,550,-49
648,640,-8
889,1060,171
515,530,15
370,370,0
820,820,0
690,690,0
560,560,0
1070,1070,0
730,730,0
437,430,-7
580,580,0
784,790,6
500,500,0
1230,1230,0
1192,1240,48
662,660,-2
654,660,6
785,780,-5
875,790,-85
760,760,0
742,760,18
1230,1230,0
403,400,-3
370,370,0
480,480,0
530,530,0
540,550,10
500,500,0
1030,1030,0
761,810,49
590,590,0
1230,1230,0
1230,1230,0
670,670,0
710,820,110
690,690,0
610,610,0
1030,1030,0
859,860,1
684,660,-24
518,520,2
730,730,0
430,430,0
480,480,0
842,820,-22
506,500,-6
620,620,0
552,540,-12
540,540,0
781,820,39
1240,1240,0
652,660,8
700,700,0
0,0,0
760,760,0
463,500,37
681,680,-1
560,560,0
523,530,7
690,690,0
500,500,0
900,900,0
430,430,0
580,580,0
1240,1240,0
886,900,14
940,940,0
760,760,0
900,900,0
438,430,-8
717,760,43
1030,1030,0
665,670,5
430,430,0
400,400,0
547,560,13
530,530,0
778,760,-18
448,560,112
538,560,22
430,430,0
530,530,0
543,530,-13
530,530,0
0,0,0
620,620,0
700,700,0
610,610,0
1069,1070,1
480,480,0
672,670,-2
358,530,172
1240,1240,0
530,530,0
0,0,0
531,530,-1
1060,1060,0
430,430,0
533,560,27
620,620,0
430,430,0
730,730,0
690,690,0
1030,1030,0
620,620,0
590,590,0
940,940,0
748,740,-8
740,740,0
760,760,0
620,620,0
1230,1230,0
53,0,-53
1230,1230,0
754,790,36
530,530,0
748,740,-8
740,740,0
430,430,0
1240,1240,0
793,820,27
822,810,-12
1240,1240,0
0,0,0
1088,1230,142
774,780,6
530,530,0
1030,1030,0
680,680,0
630,630,0
500,500,0
828,810,-18
661,660,-1
1230,1230,0
530,530,0
1230,1230,0
610,610,0
778,760,-18
668,630,-38
807,820,13
500,500,0
520,520,0
1230,1230,0
580,580,0
430,430,0
1360,1360,0
850,850,0
530,530,0
350,350,0
495,530,35
430,430,0
480,480,0
622,620,-2
1000,1000,0
610,610,0
485,480,-5
544,530,-14
820,820,0
632,630,-2
820,820,0
530,530,0
1240,1240,0
1030,1030,0
611,620,9
610,610,0
881,820,-61
405,350,-55
690,690,0
1230,1230,0
1230,1230,0
940,940,0
560,560,0
520,520,0
0,0,0
794,820,26
640,640,0
0,0,0
628,630,2
1230,1230,0
1231,1230,-1
560,560,0
0,0,0
622,620,-2
745,760,15
869,870,1
1180,1180,0
1360,1360,0
530,530,0
855,820,-35
430,430,0
620,620,0
1230,1230,0
370,370,0
740,740,0
620,620,0
560,560,0
1230,1230,0
1360,1360,0
530,530,0
660,660,0
540,540,0
740,740,0
533,530,-3
650,660,10
694,690,-4
785,780,-5
1360,1360,0
1230,1230,0
350,350,0
771,780,9
740,740,0
1230,1230,0
760,760,0
640,640,0
1360,1360,0
663,660,-3
450,430,-20
1280,1280,0
760,760,0
500,500,0
939,940,1
550,550,0
530,530,0
940,940,0
660,660,0
0,0,0
444,430,-14
660,660,0
630,630,0
560,560,0
850,850,0
1230,1230,0
541,530,-11
690,690,0
1230,1230,0
766,760,-6
620,620,0
740,740,0
900,900,0
338,340,2
940,940,0
740,740,0
645,690,45
700,700,0
1030,1030,0
760,760,0
430,430,0
820,820,0
660,660,0
430,430,0
1360,1360,0
520,520,0
610,610,0
1360,1360,0
780,780,0
738,810,72
850,850,0
413,400,-13
0,0,0
904,910,6
760,760,0
749,820,71
530,530,0
740,740,0
1240,1240,0
650,660,10
748,740,-8
786,760,-26
820,820,0
520,520,0
681,680,-1
700,700,0
1230,1230,0
734,680,-54
530,530,0
1030,1030,0
560,560,0
661,610,-51
530,530,0
797,780,-17
370,370,0
480,480,0
918,930,12
560,560,0
760,760,0
620,620,0
672,790,118
660,660,0
590,590,0
530,530,0
611,620,9
774,760,-14
730,730,0
657,610,-47
760,760,0
540,540,0
520,520,0
797,820,23
870,870,0
350,350,0
530,530,0
1180,1180,0
1030,1030,0
544,540,-4
690,690,0
860,900,40
412,400,-12
403,400,-3
1360,1360,0
760,760,0
532,530,-2
1225,1230,5
580,580,0
1230,1230,0
820,820,0
900,900,0
640,640,0
532,530,-2
620,620,0
0,0,0
670,670,0
403,400,-3
814,820,6
530,530,0
